[2026-09-18T05:11:01.392Z] QUALITY_ISSUE_KEPT: ID=7519583 | Category=Dining | Name="Wesley Glass 4 Seater Dining Table In Dark Walnut Finish" | Details={"wordCount":null,"retryWordCount":56,"restrictedUsed":["dining","wood","seater","walnut","design","rich","12","glass","conversation","warmth","lines","blends","comfortable","ideal","around","dark","four","meal","guests","tempered","intimate","meet","keeps"],"similarPrior":null}
[2026-09-18T11:03:10.710Z] QUALITY_ISSUE_KEPT: ID=10076623 | Category=Bedroom | Name="USHA SHRIRAM Queen Size Elastic Strap Terry Cotton Waterproof Mattress Cover White" | Details={"wordCount":134,"retryWordCount":114,"restrictedUsed":["bed","queen","size","soft","crafted","while","practical","easy","cover","breathable","cotton","surface","lasting","free","up","designed","keeping","place","mattress","gentle","stays","offering","comfortable","night","simple","works","sleep","secure","every","fresh","against","durability","layer","over","across","through","neat","wake","usha","shriram","elastic"],"retryRestricted":["soft","bedroom","crafted","while","keeps","cover","any","cotton","surface","made","built","handle","rest","sleeping","place","mattress","night","works","suits","secure","give","crisp","white","backed","against","layer","holds","through","let","cloth","looking","wraps","usha","shriram","elastic"],"similarPrior":null,"retrySimilar":null,"originalDirection":"form-function","retryDirection":"material-first"}
[2026-09-18T11:03:34.806Z] QUALITY_ISSUE_KEPT: ID=8687505 | Category=Bedroom | Name="Palermo 3 Seater Click Clack Sofa cum Bed In Olive Green Colour" | Details={"wordCount":114,"retryWordCount":127,"restrictedUsed":["bed","wood","frame","soft","crafted","room","keep","everyday","rich","month","comfort","made","built","use","12","designed","extra","anchors","available","inviting","upholstered","grounded","plush","reading","character","makes","green","simple","off","right","seat","whether","guest","fits","three","where","meets","nights","lets","mechanism","seater","polyester","weave","lounging","re","stylish","sofa","olive","internal"],"retryRestricted":["bed","wood","frame","while","quiet","keeps","easy","room","brings","month","12","sturdy","up","when","spot","tone","rest","sleeping","upholstered","grounded","plush","turns","green","night","simple","seat","linger","whether","cozy","unwind","guest","ready","three","book","down","evening","earthy","mechanism","seater","polyester","shifts","re","sofa","hold","converts","olive"],"similarPrior":null,"retrySimilar":null,"originalDirection":"design-character","retryDirection":"hosting-moment"}
[2026-09-18T11:03:45.189Z] QUALITY_ISSUE_KEPT: ID=10129412 | Category=Lighting & Decor | Name="Ozaan Ivory Embroidered Linen Cushion Cover 18X18 Inches" | Details={"wordCount":null,"retryWordCount":107,"restrictedUsed":["cotton","offers","soft","cover","brings","pairs","room","texture","adding","construction","base","white","bold","clean","look","hand","feels","simple","made","without","bed","refresh","layer","weave","neutral","overwhelming","detail"],"retryRestricted":["cotton","making","cover","brings","living","accent","while","touch","any","crafted","quiet","adding","tone","charm","white","reading","look","keeps","style","easy","finished","hand","nook","feels","simple","subtle","area","details","bed","timeless","fresh","statement","way","layer","textured","neutral","seating","blend"],"similarPrior":null,"retrySimilar":null,"originalDirection":"compact-clarity","retryDirection":"design-character"}
[2026-09-18T11:04:20.583Z] QUALITY_ISSUE_KEPT: ID=9106256 | Category=Bedroom | Name="Ronan 3 Seater Fabric Sofa In Rust Colour" | Details={"wordCount":null,"retryWordCount":115,"restrictedUsed":["wood","solid","soft","while","practical","resistant","quiet","room","design","brings","everyday","comfort","pairs","support","high","add","back","retreat","contemporary","fabric","available","inviting","upholstered","upholstery","grounded","legs","non","turns","deep","evenings","durable","character","effortless","making","feels","living","edge","cozy","unwind","warmth","ready","accents","yet","long","life","seater","polyester","sofa"],"retryRestricted":["crafted","while","resistant","keeps","design","adds","support","high","generous","safe","back","silhouette","blue","fabric","airy","available","base","grounded","tall","non","multiple","simple","living","cozy","single","warmth","area","three","wide","beige","life","creating","unhurried","seater","sink","polyester","weave","layout","wraps","feeling"],"similarPrior":null,"retrySimilar":null,"originalDirection":"compact-clarity","retryDirection":"form-function"}
[2026-09-18T11:04:29.065Z] QUALITY_ISSUE_KEPT: ID=10231872 | Category=Lighting & Decor | Name="Devansh Metal Electric Wall Light in Antique Gold Colour with Orange Shade Count of 1 Light" | Details={"wordCount":null,"retryWordCount":99,"restrictedUsed":["shade","light","gold","wall","metal","devansh","versatile","warm","glow","brings","character","rich","pairs","adds","accent","while","touch","body","walls","surface","inviting","antique","hallways","form","construction","charm","single","reading","ensures","finished","hand","compact","makes","whether","turning","function","corners","durability","cozy","timeless","sideboard","lasting","mirror","casts"],"retryRestricted":["shade","light","gold","wall","metal","devansh","offers","silhouette","living","character","pairs","evening","source","fixture","while","body","moments","anchor","antique","frame","hallways","adding","illumination","single","reading","areas","ensures","daily","nook","compact","use","ideal","simple","without","cozy","where","ambiance","their","lasting","conversations","well","overwhelming","focused","works","casts","beside"],"similarPrior":null,"retrySimilar":null,"originalDirection":"material-first","retryDirection":"hosting-moment"}
[2026-09-18T11:04:45.451Z] QUALITY_ISSUE_KEPT: ID=7520558 | Category=Bedroom | Name="Chelsea Left Aligned 3 Seater Sectional Fabric Sofa in Daschund Brown Colour" | Details={"wordCount":null,"retryWordCount":135,"restrictedUsed":["soft","while","quiet","room","warm","rich","clean","comfort","pairs","natural","made","corners","grey","brown","feel","light","blue","lines","out","tone","fabric","available","anchor","modern","reading","legs","invites","evenings","making","mid","finished","here","understated","nights","well","bring","seater","sofa","slim","sophistication","let","adjustable"],"retryRestricted":["while","quiet","room","brings","everyday","rich","clean","month","support","12","touch","when","brown","spot","lines","contemporary","fabric","presence","anchors","inviting","lift","upholstery","legs","becomes","day","character","living","mid","finished","area","profile","long","center","low","lazy","seater","sink","lounging","sofa","slim","let","adjustable","zone","moments"],"similarPrior":"Evenings here are unhurried, and the bed becomes the heart of the wind","retrySimilar":"When the day winds down, the Stanhope becomes the calm center of your room.","originalDirection":"room-anchor","retryDirection":"hosting-moment"}
[2026-09-18T11:05:18.861Z] QUALITY_ISSUE_KEPT: ID=8115819 | Category=Bedroom | Name="Colby 3 Seater Fabric Sofa In Saddle Tan Colour" | Details={"wordCount":null,"retryWordCount":112,"restrictedUsed":["wood","frame","bedroom","everyday","rich","month","any","support","natural","high","built","away","sturdy","corner","back","feel","out","fabric","ease","anchor","inviting","base","upholstery","plush","reading","legs","balances","day","making","off","whether","mid","unwind","area","durability","lazy","seater","sink","polyester","re","sofa","warms","24","wraps"],"retryRestricted":["frame","soft","crafted","while","keeps","easy","room","warm","adds","natural","high","built","sturdy","set","back","designed","feel","tone","fabric","available","anchor","upholstery","grounded","plush","becomes","making","living","mid","invite","long","nights","evening","earthy","seater","polyester","sofa","let","versatile"],"similarPrior":null,"retrySimilar":null,"originalDirection":"form-function","retryDirection":"hosting-moment"}
[2026-09-18T11:05:19.687Z] QUALITY_ISSUE_KEPT: ID=9727065 | Category=Lighting & Decor | Name="Harvey Single Light Wall Fitting in Brass Finish Metal with Frosted Glass Shade" | Details={"wordCount":112,"retryWordCount":110,"restrictedUsed":["glass","shade","light","wall","metal","soft","focal","point","warm","glow","brings","12","adds","evening","room","accent","while","touch","any","decor","crafted","brass","design","frame","quiet","construction","sleek","elegance","contemporary","single","month","suitable","let","durable","eye","everyday","turning","understated","diffuses","their","conversations","layer","mounting","finishing","welcoming"],"retryRestricted":["modern","glass","shade","light","wall","metal","multicolor","making","table","classic","versatile","silhouette","brings","living","presence","character","12","pairs","interiors","adds","fixture","accent","visual","while","any","walls","brass","design","depth","frame","softens","hallways","form","construction","charm","refined","single","reading","ensures","daily","interest","month","side","corner","compact","suitable","gentle","suits","durable","simple","subtle","turning","understated","lasting","build","statement","mounting","toned","above","casting"],"similarPrior":null,"retrySimilar":null,"originalDirection":"hosting-moment","retryDirection":"form-function"}
[2026-09-18T11:05:41.471Z] QUALITY_ISSUE_KEPT: ID=9508884 | Category=Bedroom | Name="Abbey 3 Seater Fabric Sofa In Dark Coral Colour" | Details={"wordCount":137,"retryWordCount":113,"restrictedUsed":["wood","frame","solid","while","construction","easy","room","warm","brings","rhythm","rich","foam","support","lasting","high","dark","when","back","keeping","tone","fabric","beneath","inviting","grounded","evenings","feels","night","charm","seat","ready","three","step","where","against","holds","evening","webbing","lazy","seater","weave","through","sofa","pocketed","firm","inch","elastic"],"retryRestricted":["frame","solid","while","construction","resistant","room","brings","everyday","month","foam","comfort","any","high","corner","dark","back","designed","keeping","fabric","36","anchors","upholstery","durable","character","living","seat","fresh","wide","system","seater","lounging","sofa","elastic","straps","cushions"],"similarPrior":null,"retrySimilar":null,"originalDirection":"hosting-moment","retryDirection":"design-character"}
[2026-09-18T11:05:44.634Z] QUALITY_ISSUE_KEPT: ID=9972260 | Category=Lighting & Decor | Name="Stoa Paris Velvet Long Door Curtains, Premium Dim-Out Curtain for Pack of 1, Date Night - Blue Enigma" | Details={"wordCount":145,"retryWordCount":119,"restrictedUsed":["light","soft","brings","living","rich","evening","room","texture","while","touch","create","any","crafted","design","quiet","construction","refined","areas","daily","look","atmosphere","sense","style","easy","suitable","use","feels","like","bring","let","calm","yet","hanging","durable","simple","made","door","curtains","built","function","deep","corners","high","cozy","hue","refresh","hang","out","moment","graceful","plush","doorway","make","blue","weave"],"retryRestricted":["making","brings","living","adds","room","any","crafted","tactile","quiet","feel","sleek","set","easy","smooth","yet","whether","drape","curtain","subtle","fabric","door","area","deep","invites","lively","conversations","layer","out","plush","doorway","blue","evenings","delivers"],"similarPrior":null,"retrySimilar":"Set the tone for evenings with a fixture that balances form and function.","originalDirection":"material-first","retryDirection":"form-function"}
[2026-09-18T11:06:05.065Z] QUALITY_ISSUE_KEPT: ID=8115804 | Category=Bedroom | Name="Brie 3 Seater Fabric Sofa In Turtledove Beige" | Details={"wordCount":null,"retryWordCount":120,"restrictedUsed":["wood","solid","soft","while","quiet","room","comfort","support","high","smooth","sturdy","add","touch","back","silhouette","integrated","fabric","anchors","available","inviting","upholstery","plush","legs","turns","evenings","feels","perfect","living","cozy","refined","understated","offer","elegance","square","beige","creating","chenille","seater","sofa","cushions","armrests"],"retryRestricted":["wood","frame","solid","bedroom","while","close","quiet","adds","month","natural","made","included","one","corner","generous","keeping","spot","mornings","out","retreat","look","anchor","base","upholstery","grounded","plush","slow","turns","becomes","feels","seat","includes","invite","unwind","form","three","book","reads","yet","full","square","beige","end","chenille","seater","polyester","sofa","24","cushions"],"similarPrior":null,"retrySimilar":null,"originalDirection":"form-function","retryDirection":"room-anchor"}
[2026-09-18T11:06:05.110Z] QUALITY_ISSUE_KEPT: ID=10231782 | Category=Lighting & Decor | Name="Devansh Metal Electric Wall Light in Antique Gold Colour with Orange Shade Count of 1 Light" | Details={"wordCount":114,"retryWordCount":113,"restrictedUsed":["shade","light","gold","wall","metal","devansh","focal","point","warm","glow","brings","living","character","rich","pairs","interiors","room","fixture","accent","while","spaces","antique","design","frame","rooms","hallways","adding","structure","feel","construction","contrast","reading","console","ensures","practical","compact","turns","makes","whether","everyday","lasting","pop","build","mounted","doorway","beside"],"retryRestricted":["modern","shade","light","gold","wall","metal","devansh","soft","classic","warm","glow","silhouette","brings","living","character","pairs","interiors","while","touch","crafted","inviting","antique","frame","hallways","adding","form","bedrooms","construction","reading","areas","bold","sturdy","easy","compact","suitable","makes","place","pop","mounting","moment","beside","meets"],"similarPrior":null,"retrySimilar":"An antique gold glow meets a warm orange shade, turning an ordinary wall into a curated vignette.","originalDirection":"compact-clarity","retryDirection":"design-character"}
[2026-09-18T11:06:27.838Z] QUALITY_ISSUE_KEPT: ID=10232454 | Category=Lighting & Decor | Name="Devansh Solid Wood Electric Wall Light in Brown Colour with Orange Shade Count of 1 Light" | Details={"wordCount":112,"retryWordCount":112,"restrictedUsed":["shade","light","wall","devansh","wood","making","natural","classic","solid","versatile","warm","glow","brings","living","rich","pairs","adds","evening","room","brown","while","spaces","depth","frame","quiet","form","construction","contemporary","reading","daily","corner","easy","nook","conversation","compact","turns","suitable","makes","let","place","blends","spot","addition","when","invites","cozy","hallway","settings","together","life","settles","beside","casting"],"retryRestricted":["shade","light","wall","devansh","wood","natural","table","solid","warm","amber","living","rich","pairs","adds","brown","radiance","fixture","while","spaces","surfaces","inviting","design","depth","tactile","feel","creating","form","construction","base","feature","grain","single","reading","side","atmosphere","study","handcrafted","nook","compact","bedroom","gentle","bring","yet","simple","subtle","everyday","area","addition","cozy","hang","mounted","toned","keeping","clear","beside","above"],"similarPrior":"When the evening calls for music, this pair of metal musicians brings the rhythm to your room.","retrySimilar":null,"originalDirection":"hosting-moment","retryDirection":"form-function"}
[2026-09-18T11:07:10.556Z] QUALITY_ISSUE_KEPT: ID=9726735 | Category=Lighting & Decor | Name="Jigger Metal Multiutility Shelf Floor Lamp With Beige Shade" | Details={"wordCount":null,"retryWordCount":112,"restrictedUsed":["shade","lamp","beige","metal","multicolor","making","soft","warm","glow","living","presence","12","evening","room","while","decor","inviting","frame","sleek","illumination","reading","month","corner","easy","shelves","nook","display","turns","books","floor","within","fabric","supports","keep","built","without","addition","when","reach","settles","casts","beside"],"retryRestricted":["shade","light","lamp","beige","metal","multicolor","soft","warm","glow","silhouette","brings","12","pairs","adds","room","while","touch","crafted","quiet","form","features","clean","creates","month","atmosphere","style","sturdy","corner","easy","shelves","display","playful","open","floor","within","two","fabric","built","top","minimal","reach","includes","stay","evenings","welcoming"],"similarPrior":null,"retrySimilar":null,"originalDirection":"room-anchor","retryDirection":"form-function"}
[2026-09-18T11:07:13.065Z] QUALITY_ISSUE_KEPT: ID=7573999 | Category=Bedroom | Name="BLUEWUD Andrie Engineered Wood 2 Door Wardrobe/Clothes Storage Rack Organizer Almirah Cupboard, 6 Shelves & 1 Drawer with Lock for Bedroom Home Furniture (Wenge & White)" | Details={"wordCount":112,"retryWordCount":114,"restrictedUsed":["wood","bedroom","crafted","while","practical","keeps","engineered","room","design","wardrobe","daily","keep","brings","everyday","shelves","clean","inside","essentials","any","lasting","use","free","calm","build","generous","when","home","drawer","mornings","contemporary","tidy","presence","look","mirror","modern","clothes","organized","day","whether","door","lockable","doors","down","offer","white","re","stylish","accessories","andrie","wenge","helps","bluewud"],"retryRestricted":["bedroom","crafted","while","practical","keeps","engineered","room","design","wardrobe","daily","two","brings","particle","board","shelves","clean","inside","adds","essentials","month","any","made","built","use","free","sturdy","one","within","reach","drawer","handle","mornings","contemporary","tidy","36","look","ease","mirror","place","items","everything","door","uncluttered","lockable","order","folded","valuables","offer","crisp","white","stylish","addition","accessories","andrie","wenge","front","looking"],"similarPrior":"Mornings run smoother when your wardrobe keeps pace.","retrySimilar":"A place for everything, and everything in its place.","originalDirection":"hosting-moment","retryDirection":"compact-clarity"}
[2026-09-18T11:07:31.886Z] QUALITY_ISSUE_KEPT: ID=9726843 | Category=Lighting & Decor | Name="Peony Brass Finish Table Lamp With Beige Cotton Shade" | Details={"wordCount":null,"retryWordCount":111,"restrictedUsed":["shade","lamp","beige","metal","cotton","natural","table","warm","glow","desks","brings","12","pairs","while","surface","brass","inviting","softens","form","construction","designed","base","look","tables","month","study","corner","turns","desk","crisp","ideal","simple","place","keep","function","polished","edge","where","toned","setup","focus"],"retryRestricted":["shade","light","lamp","beige","metal","cotton","offers","soft","table","consoles","glow","desks","brings","presence","12","pairs","room","while","any","crafted","brass","quiet","adding","construction","contrast","base","refined","tables","month","side","sturdy","compact","work","desk","suitable","gentle","suits","subtle","fabric","sophistication","without","polished","edge","workspace","diffuses","conversations","layer","toned","overwhelming","focused"],"similarPrior":null,"retrySimilar":null,"originalDirection":"form-function","retryDirection":"material-first"}
[2026-09-18T11:07:36.097Z] QUALITY_ISSUE_KEPT: ID=9983071 | Category=Bedroom | Name="Vihan Light Purple Shade Floral 400 TC Cotton Flat Double Queen Size Bedsheet with 2 Pillow Covers – Threads" | Details={"wordCount":114,"retryWordCount":109,"restrictedUsed":["bed","queen","soft","crafted","keeps","easy","two","brings","everyday","breathable","cotton","designed","feel","light","retreat","tone","season","look","restful","turns","comfortable","simple","includes","finished","fits","every","matching","nights","hand","through","quality","sets"],"retryRestricted":["bed","bedroom","construction","quiet","room","neatly","two","cotton","calm","smooth","light","keeping","retreat","fabric","look","turns","becomes","comfortable","simple","pattern","includes","morning","matching","against","elegance","center","across","through","wraps","feeling","spills"],"similarPrior":null,"retrySimilar":"Morning light spills across the room, and this is where your day finds its rhythm.","originalDirection":"compact-clarity","retryDirection":"room-anchor"}
[2026-09-18T11:07:57.645Z] QUALITY_ISSUE_KEPT: ID=9646010 | Category=Bedroom | Name="Akriti 1 Double Bed Sheet & 2 Pillow Covers with Multi colour" | Details={"wordCount":null,"retryWordCount":113,"restrictedUsed":["bed","solid","soft","bedroom","crafted","brings","everyday","adds","comfort","cotton","calm","smooth","touch","set","playful","feel","style","airy","restful","bedding","perfect","pattern","includes","fresh","yet","nights","let","mix","foundation","covers"],"retryRestricted":["bed","solid","while","room","brings","adds","any","cotton","made","smooth","retreat","look","texture","invites","gentle","turns","character","feels","simple","pattern","charm","includes","sleep","unwind","woven","nightly","ritual","against","own","make","mix","lively","covers"],"similarPrior":null,"retrySimilar":null,"originalDirection":"room-anchor","retryDirection":"design-character"}
[2026-09-18T11:08:15.197Z] QUALITY_ISSUE_KEPT: ID=9752928 | Category=Lighting & Decor | Name="Devansh Multicolor Cotton Table Lamp With Wood Natural Base (10X10X16) Inches)-40" | Details={"wordCount":123,"retryWordCount":113,"restrictedUsed":["modern","shade","lamp","cotton","multicolor","devansh","wood","soft","natural","table","solid","warm","glow","silhouette","brings","character","adds","room","organic","texture","balances","while","any","surface","crafted","warmth","quiet","grounded","adding","feel","tone","base","grain","look","side","study","handcrafted","nook","compact","playful","makes","ideal","yet","suits","traditional","corners","without","bedside","durability","support","where","lasting","pop","weave","together","overwhelming","evenings","casts","perfect","meets"],"retryRestricted":["shade","light","lamp","cotton","multicolor","devansh","wood","natural","table","classic","solid","versatile","glow","living","pairs","interiors","evening","room","while","touch","warmth","adding","artisanal","base","contemporary","grain","console","look","side","study","style","easy","earthy","shelf","compact","desk","bringing","bedroom","suitable","gentle","makes","through","fabric","place","function","bedside","durability","cozy","diffuses","ambiance","vibrant","pop","works","relaxed"],"similarPrior":null,"retrySimilar":null,"originalDirection":"material-first","retryDirection":"compact-clarity"}
[2026-09-18T11:08:21.325Z] QUALITY_ISSUE_KEPT: ID=9983134 | Category=Bedroom | Name="Cian Black & White Floral 330 TC Cotton Flat Super King Size Bedsheet with 2 Pillow Covers – Threads" | Details={"wordCount":119,"retryWordCount":108,"restrictedUsed":["bed","size","crafted","easy","two","brings","comfort","breathable","cotton","lasting","made","calm","feel","fabric","season","look","restful","king","feels","every","crisp","white","against","life","across","hand","turning","black","quality","covers","bedsheet","100","pillow"],"retryRestricted":["bed","size","while","quiet","clean","pairs","breathable","cotton","calm","generous","contemporary","fabric","season","sleeping","look","king","turns","offering","feels","includes","woven","every","matching","crisp","white","against","meets","hand","through","black","focal","point","friendly","covers","bedsheet","100","pillow"],"similarPrior":null,"retrySimilar":null,"originalDirection":"material-first","retryDirection":"form-function"}
[2026-09-18T11:09:19.578Z] QUALITY_ISSUE_KEPT: ID=7542226 | Category=Lighting & Decor | Name="Ivy - maroon Table Lamp" | Details={"wordCount":null,"retryWordCount":87,"restrictedUsed":["shade","lamp","warm","glow","silhouette","brings","steel","rich","pairs","evening","accent","while","any","adding","charm","base","refined","across","mild","sturdy","corner","finished","shelf","compact","work","desk","floor","made","built","deep","sideboard","tidy","sit","casting","easily"],"retryRestricted":["light","making","table","solid","versatile","brings","character","steel","adds","while","any","surface","crafted","depth","designed","contemporary","console","daily","mild","month","side","practical","keeps","accents","sturdy","finished","compact","up","use","feels","floor","crisp","neatly","detailing","durability","where","lasting","build","included","sit"],"similarPrior":null,"retrySimilar":null,"originalDirection":"compact-clarity","retryDirection":"form-function"}
[2026-09-18T11:09:41.297Z] QUALITY_ISSUE_KEPT: ID=10129221 | Category=Lighting & Decor | Name="Moss Knit Cuban Sand Cushion Cover 16X16 Inches" | Details={"wordCount":114,"retryWordCount":113,"restrictedUsed":["beige","cotton","complements","soft","natural","cover","warm","brings","adds","organic","texture","visual","while","touch","any","crafted","depth","grounded","feel","tone","designed","daily","interest","handcrafted","nook","use","pattern","yet","whether","durable","subtle","everyday","cozy","layer","included","textured","layered","neutral","seating","meet","easily"],"retryRestricted":["beige","cotton","cover","character","adds","room","decor","surface","tactile","quiet","grounded","feel","tone","designed","reading","look","feels","chair","makes","like","bring","let","whether","simple","over","subtle","invites","refresh","layer","included","textured","meet","relaxed","intentional","quick"],"similarPrior":null,"retrySimilar":null,"originalDirection":"form-function","retryDirection":"design-character"}
[2026-09-18T11:10:14.889Z] QUALITY_ISSUE_KEPT: ID=7568030 | Category=Bedroom | Name="BLUEWUD Hemming Engineered Wood Wall Mount Multipurpose Foldable Study Laptop Table for Home or Office, WFH Desk for Books and D�cor Display for Adults Kids Students (Wenge)" | Details={"wordCount":128,"retryWordCount":119,"restrictedUsed":["wood","while","construction","offers","quiet","keeps","engineered","easy","design","daily","brings","rhythm","rich","adds","any","use","kids","floor","time","study","adapts","build","books","corner","homework","when","home","focused","table","presence","grounded","pieces","whether","warmth","ready","small","down","nook","wall","durability","evening","turning","fold","re","moment","wenge","dependable","stability","bluewud","suitable"],"retryRestricted":["wood","crafted","while","construction","keeps","engineered","easy","room","design","brings","adds","essentials","compact","any","use","away","floor","sturdy","touch","study","adapts","up","homework","when","within","reach","home","focused","table","without","modern","tuck","makes","whether","matte","items","needs","refined","nook","wall","over","re","versatile","wenge","favorite"],"similarPrior":null,"retrySimilar":null,"originalDirection":"hosting-moment","retryDirection":"form-function"}
[2026-09-18T11:10:24.693Z] QUALITY_ISSUE_KEPT: ID=7532287 | Category=Lighting & Decor | Name="Fleur Floor Lamp" | Details={"wordCount":null,"retryWordCount":127,"restrictedUsed":["light","lamp","metal","complements","classic","versatile","warm","glow","brings","character","adds","while","anchor","antique","design","rooms","quiet","feel","construction","charm","refined","contemporary","illumination","reading","practical","lighting","study","corner","handcrafted","nook","gentle","floor","makes","ideal","inspired","let","subtle","understated","details","where","choice","focused","casting"],"retryRestricted":["light","lamp","metal","making","brings","living","presence","room","crafted","quiet","tone","home","reading","clean","look","sturdy","corner","finished","nook","suitable","use","little","chair","floor","homework","durable","simple","place","area","polished","where","build","office","graceful","settings","under","focused","evenings","beside","night","fits","favorite"],"similarPrior":null,"retrySimilar":null,"originalDirection":"room-anchor","retryDirection":"hosting-moment"}
[2026-09-18T11:11:08.394Z] QUALITY_ISSUE_KEPT: ID=9972159 | Category=Lighting & Decor | Name="Stoa Paris 300TC UltraSatin King Size Comforter, Lightweight, Burgundy Golden" | Details={"wordCount":null,"retryWordCount":107,"restrictedUsed":["light","while","crafted","feel","keeps","bedroom","feels","like","through","fabric","bed","make","stay","weave","machine","washable","resistant","against"],"retryRestricted":["gold","brings","rich","while","touch","surface","construction","elegance","easy","turns","bedroom","use","feels","inspired","smooth","place","where","season","stay","weave","every","machine","washable","palette","evenings","meet","resistant"],"similarPrior":null,"retrySimilar":null,"originalDirection":"design-character","retryDirection":"hosting-moment"}
[2026-09-18T11:11:18.421Z] QUALITY_ISSUE_KEPT: ID=9420884 | Category=Bedroom | Name="Zoey Engineered Wood 2 Door Wardrobe With Mirror in Dark Wenge Finish" | Details={"wordCount":null,"retryWordCount":103,"restrictedUsed":["wood","bedroom","crafted","while","quiet","engineered","room","wardrobe","daily","keep","two","warm","everyday","particle","board","rich","essentials","routine","month","pairs","built","12","corner","dark","integrated","mornings","tidy","presence","smart","mirror","anchor","bedding","grounded","making","door","order","doors","zoey","tones","adding","full","length","start","wenge","decor","clear"],"retryRestricted":["wood","bedroom","while","practical","keeps","engineered","wardrobe","daily","two","brings","particle","board","clean","adds","made","built","open","dark","silhouette","out","look","ease","mirror","place","modern","organized","day","depth","includes","everything","door","morning","hanging","area","doors","zoey","full","length","start","hold","accessories","wenge","helps","feeling","together"],"similarPrior":null,"retrySimilar":"Start your day with ease, thanks to the Loretta Sliding Door Wardrobe.","originalDirection":"room-anchor","retryDirection":"compact-clarity"}
[2026-09-18T11:11:29.519Z] QUALITY_ISSUE_KEPT: ID=10129210 | Category=Lighting & Decor | Name="Elsa Oatmeal Cotton Knitted Cushion Cover 16X16 Inches" | Details={"wordCount":null,"retryWordCount":114,"restrictedUsed":["beige","cotton","offers","soft","cover","warm","brings","living","pairs","adds","room","texture","visual","while","touch","any","crafted","depth","tactile","quiet","look","interest","handcrafted","earthy","hand","tones","bring","ideal","let","pattern","over","area","understated","refresh","included","neutral","seating","easily","cushion"],"retryRestricted":["beige","cotton","cover","brings","room","surface","feel","reading","look","style","easy","chair","makes","like","without","invites","cozy","layer","includes","textured","relaxed","quality","cushion"],"similarPrior":null,"retrySimilar":null,"originalDirection":"material-first","retryDirection":"hosting-moment"}
[2026-09-18T11:11:37.476Z] QUALITY_ISSUE_KEPT: ID=8115752 | Category=Bedroom | Name="Miller 2 Door Wardrobe With Mirror and Lock in Two Tone Finish" | Details={"wordCount":null,"retryWordCount":100,"restrictedUsed":["bedroom","while","drawers","practical","quiet","keeps","wardrobe","daily","two","brings","shelves","routine","any","made","built","use","add","touch","style","mornings","tone","mirror","place","includes","everything","needs","secure","valuables","handles","start","addition","lock","quick","neat","suitable"],"retryRestricted":["bedroom","crafted","while","design","wardrobe","two","brings","everyday","clean","inside","adds","essentials","made","adapts","integrated","style","mornings","out","contemporary","tone","look","mirror","place","modern","organized","durable","feels","edge","everything","door","shelving","ready","order","hanging","function","secure","handles","lets","clothing","lock","blending","accessories","mix"],"similarPrior":"Mornings start with a clear reflection and a tidy corner.","retrySimilar":"A place for everything, and everything in its place.","originalDirection":"hosting-moment","retryDirection":"compact-clarity"}
[2026-09-18T11:11:58.374Z] QUALITY_ISSUE_KEPT: ID=9726975 | Category=Bedroom | Name="Paola Amber Glass And Wood Table Lamp With Beige Cotton Shade" | Details={"wordCount":null,"retryWordCount":113,"restrictedUsed":["wood","soft","quiet","room","month","pairs","any","cotton","natural","little","calm","corners","12","study","light","anchors","modern","base","texture","amber","gentle","classic","character","living","whether","warmth","accents","bedside","glass","like","beige","spaces","bring","versatile","blending","pause"],"retryRestricted":["wood","construction","easy","pairs","cotton","12","study","desk","table","without","fabric","place","modern","amber","reading","becomes","night","finished","suits","accents","small","bedside","down","glass","companion","ideal","beige","tactile","mix","blend"],"similarPrior":null,"retrySimilar":null,"originalDirection":"form-function","retryDirection":"compact-clarity"}
[2026-09-18T11:12:38.875Z] QUALITY_ISSUE_KEPT: ID=7541876 | Category=Bedroom | Name="Cardiff Table Lamp" | Details={"wordCount":null,"retryWordCount":121,"restrictedUsed":["bedroom","crafted","construction","quiet","warm","brings","clean","adds","month","any","surface","touch","light","table","look","base","amber","subtle","making","simple","living","finished","area","bedside","sculptural","glass","contrasting","yet","white","ideal","stylish","moment","black","lamp"],"retryRestricted":["while","room","warm","routine","month","pairs","compact","add","touch","corner","table","retreat","contemporary","anchor","inviting","place","base","amber","gentle","turns","deep","feels","simple","invite","accents","refined","bedside","book","sculptural","tones","glass","understated","white","elegance","ideal","creating","evening","black","let","shade","lamp"],"similarPrior":"A quiet pool of amber light on your nightstand—the Alexandro table lamp brings a sculptural moment to any surface.","retrySimilar":null,"originalDirection":"compact-clarity","retryDirection":"hosting-moment"}
